InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV650545,S00073,Product 073,7,17-01-2025,85.96,C1107,India
INV109116,S00053,Product 053,2,27-08-2024,100.98,C1113,India
INV692684,S00021,Product 021,8,16-01-2025,101.32,C1118,France
INV923856,S00003,Product 003,4,13-07-2024,144,C1114,USA
INV573586,S00085,Product 085,4,30-07-2024,53.29,C1077,USA
INV509432,S00117,Product 117,4,05-01-2025,46.37,C1114,France
INV367406,S00034,Product 034,4,13-12-2024,88.02,C1093,USA
INV958840,S00025,Product 025,6,19-12-2024,65.55,C1028,Spain
INV129882,S00038,Product 038,5,21-08-2024,72.12,C1003,United Kingdom
INV358069,S00026,Product 026,2,05-09-2024,12.25,C1117,United Kingdom
INV224837,S00027,Product 027,6,07-01-2024,23.94,C1051,United Kingdom
INV879647,S00059,Product 059,3,31-12-2024,140.44,C1104,Germany
INV534344,S00094,Product 094,1,16-12-2024,12.11,C1034,Germany
INV930149,S00085,Product 085,8,22-07-2025,89.34,C1043,United Kingdom
INV698641,S00115,Product 115,3,02-11-2024,113.68,C1098,Spain
INV601148,S00043,Product 043,6,11-10-2024,3.76,C1063,France
INV565724,S00059,Product 059,2,11-02-2024,34.97,C1081,Spain
INV282409,S00046,Product 046,4,29-04-2024,57.81,C1038,Spain
INV605842,S00006,Product 006,4,24-07-2024,77.01,C1073,Germany
INV716722,S00047,Product 047,2,17-08-2024,52.56,C1058,Spain
INV968808,S00032,Product 032,9,08-08-2024,98.05,C1111,USA
INV594079,S00057,Product 057,3,27-08-2024,35.51,C1059,Germany
INV944951,S00019,Product 019,6,12-04-2025,5.77,C1010,Germany
INV950075,S00089,Product 089,6,20-03-2024,2.23,C1088,Spain
INV570297,S00101,Product 101,4,21-07-2024,53.14,C1114,India
INV495344,S00115,Product 115,6,09-04-2024,55.53,C1105,Spain
INV228432,S00011,Product 011,6,06-07-2024,142.39,C1012,India
INV341662,S00014,Product 014,1,20-02-2025,8.63,C1119,United Kingdom
INV891183,S00116,Product 116,7,29-01-2024,80.45,C1041,United Kingdom
INV224458,S00101,Product 101,2,25-07-2024,87.52,C1100,France
INV457351,S00071,Product 071,4,15-01-2024,105.49,C1075,Germany
INV728769,S00039,Product 039,4,03-08-2025,96.53,C1116,United Kingdom
INV316559,S00062,Product 062,5,18-03-2025,3.2,C1040,Germany
INV976697,S00064,Product 064,1,28-05-2024,95.51,C1072,Germany
INV684535,S00101,Product 101,7,30-04-2024,49.71,C1081,USA
INV125509,S00063,Product 063,4,01-03-2024,116.38,C1018,India
INV322454,S00004,Product 004,1,14-10-2024,29.88,C1093,France
INV766400,S00084,Product 084,1,03-04-2025,108,C1017,USA
INV876871,S00093,Product 093,5,21-12-2024,94.57,C1099,USA
INV934236,S00036,Product 036,6,19-06-2025,98.54,C1015,Germany
INV866052,S00014,Product 014,5,28-07-2024,28.04,C1021,France
INV167303,S00017,Product 017,7,18-06-2024,101.04,C1059,USA
INV756717,S00101,Product 101,7,17-10-2024,111.07,C1021,France
INV199152,S00054,Product 054,8,02-05-2024,74.43,C1009,France
INV168895,S00063,Product 063,9,16-08-2025,52.37,C1006,USA
INV722760,S00115,Product 115,8,22-04-2024,26.65,C1034,Spain
INV530348,S00008,Product 008,8,18-10-2024,44.91,C1058,France
INV683166,S00025,Product 025,4,13-11-2024,115.05,C1005,USA
INV866335,S00100,Product 100,5,04-02-2024,62.59,C1016,India
INV161944,S00065,Product 065,6,11-10-2024,106,C1073,France
INV574777,S00004,Product 004,2,03-10-2024,111.53,C1038,France
INV850979,S00084,Product 084,7,06-06-2024,101.78,C1090,United Kingdom
INV496263,S00017,Product 017,-6,18-03-2024,101.68,C1100,United Kingdom
INV571080,S00094,Product 094,5,28-01-2024,92.4,C1003,USA
INV548067,S00095,Product 095,8,06-01-2024,78.73,C1113,United Kingdom
INV916476,S00099,Product 099,7,19-10-2024,31.28,C1082,USA
INV144904,S00056,Product 056,9,24-02-2024,126.73,C1098,Germany
INV890190,S00032,Product 032,9,06-08-2025,144.71,C1057,Spain
INV834743,S00105,Product 105,8,28-05-2024,71.04,C1000,India
INV831256,S00067,Product 067,3,31-01-2025,140.12,C1106,USA
INV471058,S00076,Product 076,2,13-02-2025,149.7,C1068,France
INV564308,S00017,Product 017,3,28-10-2024,73.96,C1004,USA
INV432085,S00075,Product 075,7,21-06-2025,109.2,C1019,France
INV326539,S00070,Product 070,8,08-03-2024,97.28,C1024,USA
INV887890,S00035,Product 035,8,22-05-2024,37.12,C1045,United Kingdom
INV555377,S00092,Product 092,7,02-06-2024,8.97,C1053,Germany
INV751010,S00016,Product 016,7,23-03-2024,69.1,C1051,Spain
INV190730,S00086,Product 086,9,28-06-2024,118.51,C1104,India
INV810032,S00115,Product 115,7,09-07-2024,50.12,C1113,India
INV692960,S00068,Product 068,2,10-04-2025,118.1,C1081,France
INV997848,S00013,Product 013,5,02-07-2024,98.91,C1076,Spain
INV220579,S00066,Product 066,4,17-06-2025,104.94,C1103,Spain
INV586035,S00063,Product 063,6,14-04-2025,44.29,C1032,USA
INV560055,S00066,Product 066,6,02-07-2025,71.57,C1066,United Kingdom
INV584559,S00033,Product 033,3,04-03-2024,28.89,C1077,United Kingdom
INV148943,S00075,Product 075,3,21-08-2025,38.49,C1034,Spain
INV525809,S00032,Product 032,1,08-01-2025,15.3,C1114,United Kingdom
INV369560,S00067,Product 067,3,20-08-2025,20.76,C1028,Germany
INV655617,S00071,Product 071,8,03-08-2024,33.16,C1007,Spain
INV308872,S00077,Product 077,6,02-08-2025,87.87,C1038,Germany
INV491546,S00095,Product 095,9,23-12-2024,67.3,C1097,Germany
INV658027,S00106,Product 106,9,13-02-2024,41.51,C1044,France
INV157640,S00093,Product 093,8,06-09-2024,129.44,C1026,India
INV808107,S00095,Product 095,2,24-03-2024,79.72,C1104,France
INV744160,S00104,Product 104,4,26-07-2025,138.62,C1018,India
INV151572,S00029,Product 029,1,04-07-2024,95.97,C1019,United Kingdom
INV158262,S00035,Product 035,1,15-05-2024,4.34,C1107,United Kingdom
INV865254,S00064,Product 064,3,02-12-2024,137.19,C1038,United Kingdom
INV354997,S00056,Product 056,3,15-09-2024,128.9,C1000,USA
INV874690,S00084,Product 084,1,28-02-2024,96.02,C1052,Germany
INV549326,S00002,Product 002,8,11-05-2025,81.15,C1088,United Kingdom
INV408041,S00017,Product 017,-5,29-05-2025,69.03,C1090,Germany
INV346204,S00089,Product 089,6,27-03-2025,73.36,C1010,India
INV693103,S00098,Product 098,6,09-01-2025,115.84,C1033,France
INV198754,S00036,Product 036,9,01-09-2024,77.94,C1074,France
INV462351,S00038,Product 038,2,25-11-2024,28.05,C1079,United Kingdom
INV411270,S00067,Product 067,4,12-11-2024,10.61,C1074,India
INV238771,S00057,Product 057,3,10-04-2024,20.68,C1040,Germany
INV417539,S00021,Product 021,5,19-02-2024,39.21,C1103,United Kingdom
INV575795,S00060,Product 060,5,02-06-2024,56.42,C1009,India
INV709806,S00098,Product 098,8,03-10-2024,134.08,C1098,USA
INV177723,S00087,Product 087,6,07-04-2024,37.38,C1112,Spain
INV885157,S00098,Product 098,3,05-03-2024,49.3,C1082,USA
INV890624,S00077,Product 077,6,01-06-2025,35.01,C1051,France
INV722778,S00105,Product 105,9,15-08-2024,82.77,C1045,Spain
INV931859,S00030,Product 030,6,21-12-2024,93.33,C1052,France
INV485150,S00006,Product 006,6,14-11-2024,80.75,C1019,Spain
INV839451,S00014,Product 014,2,22-03-2025,142.87,C1026,USA
INV754539,S00119,Product 119,1,25-03-2025,149.32,C1076,Spain
INV606274,S00077,Product 077,2,28-06-2024,125.93,C1066,United Kingdom
INV261554,S00030,Product 030,1,30-05-2025,121.18,C1059,Spain
INV601838,S00102,Product 102,5,13-08-2024,56.18,C1056,France
INV911213,S00037,Product 037,8,22-05-2025,87.81,C1009,Spain
INV986145,S00072,Product 072,5,03-09-2024,54.02,C1104,Spain
INV503259,S00030,Product 030,6,08-03-2024,118.08,C1114,Spain
INV323111,S00012,Product 012,8,07-04-2025,27.43,C1029,USA
INV772756,S00032,Product 032,7,19-01-2024,34.07,C1037,USA
INV168353,S00028,Product 028,6,14-04-2025,7.73,C1075,USA
INV235983,S00066,Product 066,8,27-01-2024,92.12,C1000,Spain
INV605746,S00003,Product 003,3,05-05-2024,103.9,C1012,Germany
INV991181,S00029,Product 029,4,01-01-2025,2.5,C1108,Germany
INV395906,S00068,Product 068,4,26-07-2025,77.6,C1020,USA
INV498991,S00047,Product 047,8,05-09-2024,57.78,C1069,USA
INV390104,S00076,Product 076,4,14-03-2024,119.27,C1105,United Kingdom
INV496453,S00079,Product 079,9,21-05-2024,7.76,C1087,Germany
INV106376,S00115,Product 115,2,28-06-2025,9.19,C1032,India
INV635249,S00100,Product 100,2,17-03-2025,93.79,C1018,United Kingdom
INV636614,S00028,Product 028,7,02-03-2024,89.56,C1086,United Kingdom
INV384006,S00083,Product 083,7,22-08-2024,125,C1048,USA
INV337630,S00075,Product 075,7,09-06-2024,89.66,C1116,United Kingdom
INV785443,S00071,Product 071,3,18-04-2024,142.51,C1077,Germany
INV269072,S00096,Product 096,1,29-05-2025,48.53,C1001,USA
INV142360,S00018,Product 018,3,10-01-2025,60.89,C1030,United Kingdom
INV136388,S00045,Product 045,5,19-04-2024,146.7,C1089,India
INV893577,S00098,Product 098,4,30-01-2025,17.91,C1084,Spain
INV427925,S00107,Product 107,9,08-09-2024,119.79,C1089,Spain
INV191648,S00005,Product 005,8,07-02-2024,3.71,C1028,India
INV891071,S00057,Product 057,7,30-09-2024,74,C1029,United Kingdom
INV233760,S00032,Product 032,1,22-04-2024,24.7,C1025,United Kingdom
INV403003,S00020,Product 020,2,29-05-2024,90.63,C1083,Germany
INV118618,S00007,Product 007,4,18-06-2025,120.13,C1001,France
INV711166,S00065,Product 065,6,07-03-2025,6.89,C1097,USA
INV729370,S00080,Product 080,7,22-03-2024,26.24,C1033,United Kingdom
INV780891,S00064,Product 064,3,01-06-2025,52.71,C1058,France
INV336739,S00044,Product 044,1,15-12-2024,39.86,C1029,France
INV395290,S00092,Product 092,3,15-06-2025,58.72,C1051,Germany
INV944306,S00078,Product 078,8,30-03-2025,142.88,C1091,France
INV839475,S00109,Product 109,9,25-07-2024,16.98,C1023,Germany
INV133441,S00042,Product 042,9,21-11-2024,64.65,C1068,United Kingdom
INV722691,S00029,Product 029,6,18-11-2024,69.65,C1006,Spain
INV831465,S00055,Product 055,1,13-03-2025,43.49,C1021,USA
INV603317,S00061,Product 061,9,31-05-2024,43.22,C1082,France
INV675915,S00055,Product 055,2,21-07-2024,107.78,C1068,Spain
INV100893,S00100,Product 100,3,28-05-2024,93.44,C1073,India
INV127047,S00006,Product 006,9,29-06-2024,122.3,C1027,USA
INV131581,S00063,Product 063,5,08-04-2024,61.95,C1024,India
INV243078,S00052,Product 052,2,23-01-2024,91.79,C1051,USA
INV991778,S00026,Product 026,5,25-07-2025,134.25,C1015,India
INV670917,S00077,Product 077,1,15-02-2024,128,C1106,USA
INV804054,S00096,Product 096,3,23-06-2025,138.16,C1032,USA
INV366026,S00065,Product 065,9,02-01-2024,41.81,C1086,India
INV943807,S00011,Product 011,3,17-04-2025,147.84,C1018,France
INV279023,S00009,Product 009,9,18-07-2024,122.83,C1078,Germany
INV912071,S00051,Product 051,5,10-11-2024,119.63,C1024,Spain
INV127714,S00080,Product 080,6,20-06-2024,100.8,C1033,India
INV118398,S00038,Product 038,7,25-10-2024,147.52,C1049,India
INV171007,S00037,Product 037,5,01-10-2024,67.35,C1014,Spain
INV812661,S00103,Product 103,1,18-11-2024,111.75,C1014,United Kingdom
INV331747,S00002,Product 002,9,27-08-2024,105.42,C1090,Germany
INV506030,S00010,Product 010,5,22-11-2024,110.35,C1041,Spain
INV524181,S00019,Product 019,6,16-05-2025,113.22,C1068,France
INV810601,S00118,Product 118,5,21-09-2024,30.23,C1077,France
INV413860,S00060,Product 060,6,07-08-2024,53.66,C1074,Germany
INV106044,S00019,Product 019,4,21-03-2024,60.05,C1075,United Kingdom
INV447828,S00037,Product 037,8,06-08-2024,112.7,C1117,France
INV359379,S00116,Product 116,3,17-03-2024,108,C1075,France
INV757790,S00083,Product 083,6,20-04-2024,125.34,C1041,India
INV776190,S00027,Product 027,6,01-08-2025,118.7,C1034,United Kingdom
INV182761,S00029,Product 029,5,24-02-2024,90.21,C1096,France
INV813717,S00009,Product 009,1,20-10-2024,22.71,C1050,USA
INV163442,S00092,Product 092,4,22-05-2025,96.05,C1067,Germany
INV657742,S00017,Product 017,1,02-08-2025,133.28,C1097,Germany
INV450354,S00035,Product 035,5,30-03-2024,97.19,C1028,United Kingdom
INV371130,S00042,Product 042,7,09-04-2024,134.55,C1026,Spain
INV534867,S00074,Product 074,5,14-08-2024,149.86,C1006,USA
INV379326,S00073,Product 073,7,03-12-2024,55.16,C1008,France
INV814476,S00096,Product 096,4,06-08-2025,109.05,C1073,France
INV970086,S00036,Product 036,3,06-05-2024,81.91,C1060,India
INV834218,S00046,Product 046,5,09-04-2024,69.34,C1035,France
INV495290,S00047,Product 047,3,02-06-2024,37.5,C1025,France
INV552956,S00006,Product 006,8,15-06-2025,38.4,C1083,India
INV502412,S00088,Product 088,8,19-01-2024,29.38,C1010,Germany
INV814185,S00064,Product 064,4,19-08-2024,95.46,C1084,USA
INV597098,S00057,Product 057,8,13-03-2024,23.02,C1108,Germany
INV521312,S00119,Product 119,1,05-04-2024,65.85,C1054,Spain
INV468551,S00022,Product 022,2,11-07-2025,79.45,C1059,Germany
INV437540,S00116,Product 116,3,02-01-2024,66.86,C1064,Spain
INV597403,S00081,Product 081,4,14-07-2024,128.53,C1011,France
INV720095,S00027,Product 027,3,10-07-2025,67.59,C1075,Germany
INV489101,S00081,Product 081,5,04-01-2025,14.26,C1043,India
INV825994,S00090,Product 090,8,13-02-2024,148.85,C1056,USA
INV844042,S00044,Product 044,5,09-10-2024,127.06,C1002,United Kingdom
INV486170,S00042,Product 042,5,13-08-2025,99.69,C1105,Spain
INV918145,S00100,Product 100,1,31-08-2024,113.94,C1040,India
INV255737,S00020,Product 020,3,17-11-2024,20.97,C1009,India
INV938898,S00002,Product 002,8,19-11-2024,115.36,C1093,Germany
INV364689,S00080,Product 080,8,05-02-2025,32.75,C1117,United Kingdom
INV607866,S00108,Product 108,1,23-04-2024,74.37,C1062,Spain
INV355225,S00060,Product 060,1,25-05-2025,28.34,C1004,Spain
INV497933,S00017,Product 017,8,24-08-2025,113.56,C1119,Germany
INV406055,S00065,Product 065,2,27-03-2024,38.4,C1024,France
INV734715,S00030,Product 030,6,12-05-2025,39.47,C1028,Spain
INV173070,S00099,Product 099,8,11-05-2025,18.16,C1084,France
INV854490,S00073,Product 073,8,26-03-2025,108.65,C1039,France
INV913459,S00041,Product 041,5,13-08-2024,45.79,C1010,India
INV606683,S00075,Product 075,4,12-10-2024,78.71,C1081,USA
INV592546,S00080,Product 080,7,25-05-2025,51.17,C1031,India
INV729982,S00081,Product 081,7,02-04-2024,116.66,C1103,United Kingdom
INV279166,S00044,Product 044,8,18-05-2025,35.52,C1018,France
INV774755,S00068,Product 068,5,13-07-2025,141.24,C1108,United Kingdom
INV296805,S00006,Product 006,9,18-02-2025,49.56,C1086,USA
INV708753,S00049,Product 049,7,26-07-2024,17.37,C1028,Spain
INV375019,S00045,Product 045,1,05-12-2024,37.57,C1069,Germany
INV771519,S00064,Product 064,3,31-01-2024,12.94,C1112,USA
INV811950,S00114,Product 114,8,20-07-2025,71.37,C1007,Spain
INV287780,S00114,Product 114,2,27-07-2024,39.04,C1098,United Kingdom
INV655690,S00058,Product 058,7,04-02-2024,133.13,C1055,United Kingdom
INV548536,S00077,Product 077,4,28-04-2025,78.54,C1113,India
INV364635,S00013,Product 013,2,03-02-2025,36.54,C1025,Germany
INV629441,S00058,Product 058,5,13-01-2025,68.79,C1086,Spain
INV993396,S00082,Product 082,9,02-02-2024,31.01,C1116,USA
INV102230,S00082,Product 082,9,01-04-2025,28.45,C1041,Germany
INV961187,S00115,Product 115,4,22-01-2025,46.5,C1012,United Kingdom
INV870365,S00056,Product 056,1,27-04-2025,18.03,C1047,United Kingdom
INV576435,S00109,Product 109,8,18-05-2025,29.92,C1071,USA
INV649021,S00117,Product 117,9,08-05-2024,140.83,C1075,Spain
INV432271,S00069,Product 069,-6,08-05-2024,100.69,C1057,Germany
INV216222,S00011,Product 011,6,15-07-2025,138.32,C1111,United Kingdom
INV614327,S00045,Product 045,5,18-11-2024,40.01,C1069,India
INV834720,S00092,Product 092,1,23-09-2024,128.84,C1076,United Kingdom
INV307997,S00070,Product 070,2,23-06-2024,55.62,C1114,United Kingdom
INV745350,S00112,Product 112,2,23-01-2025,23.34,C1112,Spain
INV773246,S00098,Product 098,9,03-04-2025,121.1,C1040,Spain
INV782468,S00008,Product 008,1,02-01-2024,10.83,C1034,Spain
INV405999,S00103,Product 103,6,02-12-2024,61.92,C1089,USA
INV452837,S00043,Product 043,4,26-08-2025,123.26,C1063,Germany
INV474590,S00098,Product 098,1,19-06-2024,93.34,C1053,Spain
INV868781,S00061,Product 061,9,19-06-2024,78.67,C1083,Germany
INV910404,S00055,Product 055,1,17-06-2025,54.34,C1079,France
INV472624,S00009,Product 009,8,07-02-2024,13.11,C1109,United Kingdom
INV972978,S00015,Product 015,7,29-08-2024,148.66,C1043,India
INV613457,S00071,Product 071,8,05-10-2024,27.87,C1090,India
INV446551,S00068,Product 068,2,30-04-2025,39.79,C1027,India
INV100578,S00067,Product 067,8,19-03-2024,36.92,C1112,United Kingdom
INV649967,S00019,Product 019,6,20-09-2024,136.38,C1010,United Kingdom
INV680385,S00061,Product 061,4,02-04-2024,115.03,C1090,India
INV971543,S00008,Product 008,7,23-04-2025,69.68,C1012,Spain
INV746357,S00018,Product 018,4,19-01-2025,143.4,C1105,United Kingdom
INV126706,S00060,Product 060,3,29-10-2024,9.81,C1115,Spain
INV610397,S00074,Product 074,3,26-08-2024,134.26,C1098,USA
INV768499,S00078,Product 078,6,03-04-2024,10.94,C1094,India
INV546902,S00117,Product 117,6,14-07-2025,59.89,C1057,Germany
INV486415,S00102,Product 102,3,28-01-2025,9.99,C1029,Germany
INV828942,S00046,Product 046,3,13-07-2024,149.85,C1118,India
INV650233,S00094,Product 094,9,08-09-2024,137.33,C1063,France
INV713234,S00012,Product 012,5,17-03-2025,88.55,C1097,India
INV517693,S00103,Product 103,8,13-03-2025,34.24,C1085,USA
INV350266,S00047,Product 047,3,07-10-2024,42.96,C1084,France
INV567181,S00091,Product 091,3,03-07-2024,68.53,C1042,Spain
INV963165,S00116,Product 116,3,05-02-2025,49.77,C1051,France
INV642402,S00084,Product 084,5,04-02-2025,5.15,C1052,Spain
INV736539,S00110,Product 110,8,30-12-2024,99.13,C1072,United Kingdom
INV211719,S00002,Product 002,5,14-02-2024,92.79,C1086,USA
INV989144,S00021,Product 021,3,14-10-2024,135.84,C1023,Spain
INV320232,S00075,Product 075,9,08-01-2025,72.57,C1027,Germany
INV974134,S00065,Product 065,6,31-07-2025,53.02,C1005,Spain
INV501184,S00015,Product 015,4,15-11-2024,77.7,C1063,France
INV927017,S00086,Product 086,1,27-07-2024,30.81,C1080,India
INV902630,S00007,Product 007,6,03-12-2024,94.58,C1025,India
INV779833,S00118,Product 118,6,17-04-2024,115.96,C1085,France
INV924765,S00019,Product 019,9,25-02-2024,24.71,C1000,India
INV648485,S00054,Product 054,3,16-02-2025,49.12,C1103,United Kingdom
INV863896,S00098,Product 098,2,22-08-2025,130.43,C1082,USA
INV254953,S00062,Product 062,9,29-05-2025,76.82,C1081,Spain
INV163255,S00089,Product 089,5,20-12-2024,80.71,C1084,Spain
INV589015,S00084,Product 084,1,25-01-2024,108.92,C1043,Spain
INV828861,S00113,Product 113,1,23-08-2025,87.53,C1119,Germany
INV788838,S00056,Product 056,5,30-09-2024,12.3,C1089,India
INV575105,S00117,Product 117,6,25-06-2024,120.99,C1021,France
INV568770,S00062,Product 062,3,26-06-2025,138.58,C1110,India
INV648859,S00107,Product 107,4,29-03-2025,9.89,C1088,United Kingdom
INV881414,S00088,Product 088,7,31-03-2025,19.94,C1037,United Kingdom
INV857634,S00016,Product 016,9,17-06-2024,105.89,C1113,USA
INV198690,S00077,Product 077,5,26-08-2025,91.46,C1029,India
INV636166,S00105,Product 105,4,02-10-2024,58.61,C1077,United Kingdom
INV442845,S00016,Product 016,4,19-11-2024,81.81,C1080,Germany
INV819470,S00100,Product 100,2,01-04-2025,106.09,C1115,Spain
INV555367,S00013,Product 013,1,05-02-2025,76.66,C1068,United Kingdom
INV992207,S00104,Product 104,8,14-04-2024,22.75,C1119,France
INV489092,S00094,Product 094,1,02-07-2024,15.24,C1034,Germany
INV711199,S00019,Product 019,8,07-08-2024,66.95,C1096,United Kingdom
INV197727,S00087,Product 087,3,30-07-2025,138.59,C1029,Germany
INV939123,S00014,Product 014,7,10-03-2025,84.55,C1119,Germany
INV238175,S00068,Product 068,9,10-08-2024,55.02,C1091,United Kingdom
INV440534,S00110,Product 110,7,22-03-2025,136.49,C1075,Spain
INV853854,S00025,Product 025,7,25-03-2025,59.52,C1007,Germany
INV970676,S00021,Product 021,3,27-08-2024,77.35,C1059,United Kingdom
INV535945,S00051,Product 051,-6,02-09-2024,19.24,C1017,United Kingdom
INV536248,S00044,Product 044,6,27-06-2025,111.14,C1110,USA
INV143850,S00006,Product 006,4,07-12-2024,105.64,C1045,United Kingdom
INV980984,S00055,Product 055,1,31-03-2024,119.55,C1099,USA
INV114842,S00031,Product 031,9,13-03-2025,50.13,C1108,United Kingdom
